2023/04/20 00:43:35.089, 48, 1 %, 0 %, 601 MiB, 14500 MiB, 15360 MiB, 27.93 W
2023/04/20 00:43:36.474, 48, 0 %, 0 %, 663 MiB, 14438 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:36.548, 48, 0 %, 0 %, 665 MiB, 14436 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:36.608, 48, 1 %, 0 %, 671 MiB, 14430 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:36.667, 48, 1 %, 0 %, 673 MiB, 14428 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:36.724, 48, 1 %, 0 %, 673 MiB, 14428 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:36.782, 48, 1 %, 0 %, 679 MiB, 14422 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:36.841, 48, 1 %, 0 %, 679 MiB, 14422 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:36.905, 48, 1 %, 0 %, 685 MiB, 14416 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:36.967, 48, 1 %, 0 %, 689 MiB, 14412 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.030, 48, 1 %, 0 %, 691 MiB, 14410 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.092, 48, 1 %, 0 %, 695 MiB, 14406 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.159, 48, 1 %, 0 %, 699 MiB, 14402 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.224, 48, 1 %, 0 %, 703 MiB, 14398 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.296, 48, 1 %, 0 %, 713 MiB, 14388 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.356, 48, 1 %, 0 %, 715 MiB, 14386 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:37.430, 48, 1 %, 0 %, 721 MiB, 14380 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.488, 48, 1 %, 0 %, 721 MiB, 14380 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.549, 48, 1 %, 0 %, 725 MiB, 14376 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.609, 48, 1 %, 0 %, 729 MiB, 14372 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.672, 48, 1 %, 0 %, 735 MiB, 14366 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.731, 48, 1 %, 0 %, 735 MiB, 14366 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.786, 48, 1 %, 0 %, 735 MiB, 14366 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.841, 48, 0 %, 0 %, 735 MiB, 14366 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.894, 48, 0 %, 0 %, 735 MiB, 14366 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:37.956, 48, 0 %, 0 %, 741 MiB, 14360 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:38.013, 48, 0 %, 0 %, 745 MiB, 14356 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:38.077, 48, 0 %, 0 %, 747 MiB, 14354 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:38.134, 48, 0 %, 0 %, 751 MiB, 14350 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:38.196, 48, 1 %, 0 %, 757 MiB, 14344 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:38.263, 48, 1 %, 0 %, 759 MiB, 14342 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:38.332, 48, 1 %, 0 %, 763 MiB, 14338 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:38.396, 48, 1 %, 0 %, 767 MiB, 14334 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:38.455, 48, 1 %, 0 %, 769 MiB, 14332 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:38.518, 48, 1 %, 0 %, 771 MiB, 14330 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:38.589, 48, 1 %, 0 %, 775 MiB, 14326 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:38.649, 48, 1 %, 0 %, 781 MiB, 14320 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:38.714, 48, 1 %, 0 %, 785 MiB, 14316 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:38.770, 48, 1 %, 0 %, 815 MiB, 14286 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:38.825, 48, 1 %, 0 %, 823 MiB, 14278 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:38.905, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:38.986, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:39.061, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:39.149, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:39.225, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:39.310, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:39.386, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:39.466, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:39.540, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:39.639, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.42 W

2023/04/20 00:43:39.718, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:39.812, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:39.893, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:39.991, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:40.107, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:40.208, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:40.305, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:40.457, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:40.545, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 27.93 W

2023/04/20 00:43:40.682, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:40.759, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:40.905, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.42 W

2023/04/20 00:43:41.006, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:41.138, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.42 W

2023/04/20 00:43:41.258, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:41.397, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:41.554, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:41.655, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:41.773, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:41.917, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:42.056, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:42.174, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:42.298, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:42.439, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:42.533, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:42.670, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:42.810, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:42.905, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:42.999, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.32 W

2023/04/20 00:43:43.075, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.42 W

2023/04/20 00:43:43.156, 48, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:43.229, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:43.309, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:43.382, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:43.461, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:43.535, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:43.619, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:43.716, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:43.810, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:43.901, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:43.972, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:44.052, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:44.126, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:44.199, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:44.276, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:44.349, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:44.422, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:44.500, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:44.573, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:44.666, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:44.745, 48, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:44.841, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:44.909, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:44.988, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:45.065, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:45.135, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:45.215, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:45.287, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:45.362, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:45.437, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:45.510, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:45.583, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:45.663, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:45.746, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:45.829, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:45.902, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:45.975, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:46.061, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:46.139, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:46.208, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:46.280, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:46.362, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:46.441, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:46.519, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:46.595, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:46.676, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:46.760, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:46.856, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:46.948, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:47.022, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:47.094, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:47.187, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:47.274, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:47.372, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:47.453, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:47.544, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:47.615, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:47.709, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:47.789, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:47.871, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:47.954, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:48.023, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:48.095, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:48.166, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:48.250, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:48.320, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:48.394, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:48.466, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:48.539, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:48.609, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:48.692, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:48.762, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:48.836, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:48.908, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:48.986, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:49.056, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.32 W

2023/04/20 00:43:49.127, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.32 W

2023/04/20 00:43:49.201, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.42 W

2023/04/20 00:43:49.281, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:49.355, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:49.432, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.03 W

2023/04/20 00:43:49.521, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:49.593, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:49.666, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:49.742, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:49.820, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:49.893, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:49.982, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:50.049, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:50.123, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:50.207, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:50.277, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:50.356, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.42 W

2023/04/20 00:43:50.431, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.42 W

2023/04/20 00:43:50.512, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:50.595, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:50.674, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.32 W

2023/04/20 00:43:50.752, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.52 W

2023/04/20 00:43:50.827, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.52 W

2023/04/20 00:43:50.900, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:50.997, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:51.075, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:51.167, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:51.240, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:51.330, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:51.406, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:51.481, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:51.566, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.32 W

2023/04/20 00:43:51.650, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.32 W

2023/04/20 00:43:51.718, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.32 W

2023/04/20 00:43:51.796, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.32 W

2023/04/20 00:43:51.869, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:51.948, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:52.033, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:52.102, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:52.179, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:52.258, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:52.336, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:52.407, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:52.479, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:52.556, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:52.626, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:52.711, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:52.790, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:52.874, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:52.957, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.23 W

2023/04/20 00:43:53.110, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:53.279, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.42 W

2023/04/20 00:43:53.394, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:53.549, 49, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:53.657, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.52 W

2023/04/20 00:43:53.743, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:53.876, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:53.980, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

2023/04/20 00:43:54.130, 49, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 28.13 W

