2023/04/20 01:19:29.350, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W
2023/04/20 01:19:31.307, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:31.412, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.50 W

2023/04/20 01:19:31.533, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:31.646, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:31.744, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:31.861, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:31.954, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:32.059, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.30 W

2023/04/20 01:19:32.163, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:32.272, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:32.367, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:32.482, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:32.599, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:32.699, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:32.808, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.50 W

2023/04/20 01:19:32.922, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.51 W

2023/04/20 01:19:33.022, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.59 W

2023/04/20 01:19:33.129, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.69 W

2023/04/20 01:19:33.230, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:33.332, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:33.434, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:33.520, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:33.622, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:33.712, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:33.808, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:33.896, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:33.993, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:34.084, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:34.189, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:34.286, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:34.379, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:34.470, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:34.567, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:34.662, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:34.752, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.50 W

2023/04/20 01:19:34.840, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.50 W

2023/04/20 01:19:34.940, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.61 W

2023/04/20 01:19:35.047, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:35.139, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.71 W

2023/04/20 01:19:35.235, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:35.331, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:35.417, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:35.503, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:35.610, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:35.705, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:35.792, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:35.886, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:35.982, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:36.077, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:36.167, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:36.287, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:36.382, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:36.480, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:36.582, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:36.676, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:36.776, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:36.866, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:36.961, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:37.050, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:37.154, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:37.254, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:37.346, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:37.450, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:37.545, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:37.656, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:37.759, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:37.858, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.30 W

2023/04/20 01:19:37.952, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:38.054, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:38.148, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:38.237, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:38.335, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:38.440, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.51 W

2023/04/20 01:19:38.537, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:38.630, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:38.716, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:38.802, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:38.889, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:38.986, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:39.082, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:39.192, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.51 W

2023/04/20 01:19:39.286, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.50 W

2023/04/20 01:19:39.386, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:39.514, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:39.675, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:39.771, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:39.880, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:40.039, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:40.210, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:40.323, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:40.507, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.71 W

2023/04/20 01:19:40.676, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:40.848, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:41.052, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:41.249, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.51 W

2023/04/20 01:19:41.344, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:41.536, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.30 W

2023/04/20 01:19:41.725, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:41.907, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:42.111, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:42.270, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:42.384, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:42.491, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:42.593, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:42.698, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:42.791, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:42.888, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:42.980, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:43.079, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:43.175, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.51 W

2023/04/20 01:19:43.284, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:43.392, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:43.499, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:43.605, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:43.705, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:43.814, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:43.913, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:44.016, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:44.121, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:44.213, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.50 W

2023/04/20 01:19:44.311, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:44.398, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:44.498, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:44.603, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:44.693, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:44.784, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:44.869, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:44.958, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:45.046, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.71 W

2023/04/20 01:19:45.141, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:45.245, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:45.341, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:45.435, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:45.528, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:45.627, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:45.738, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:45.837, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:45.935, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:46.035, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:46.122, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:46.225, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:46.323, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.50 W

2023/04/20 01:19:46.419, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:46.522, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:46.632, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:46.730, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:46.839, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:46.938, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:47.033, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:47.135, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.61 W

2023/04/20 01:19:47.234, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:47.323, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.30 W

2023/04/20 01:19:47.439, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:47.533, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:47.642, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:47.754, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:47.858, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:47.971, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:48.061, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:48.165, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:48.268, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:48.381, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:48.473, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:48.567, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:48.650, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:48.768, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:48.867, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:48.968, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:49.076, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:49.166, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:49.267, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:49.359, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.40 W

2023/04/20 01:19:49.456, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.30 W

2023/04/20 01:19:49.561, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:49.657, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:49.771, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:49.868, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:49.975, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:50.072, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:50.158, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:50.262, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:50.376, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:50.471, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:50.605, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:50.699, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:50.828, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.30 W

2023/04/20 01:19:50.934, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:51.021, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:51.124, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.81 W

2023/04/20 01:19:51.216, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:51.327, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:51.427, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:51.520, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:51.616, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:51.721, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:51.834, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:51.923, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:52.013, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:52.105, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:52.201, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:52.300, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:52.420, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:52.536, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:52.675, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.41 W

2023/04/20 01:19:52.838, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.40 W

2023/04/20 01:19:53.019, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:53.146, 57, 1 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.51 W

2023/04/20 01:19:53.242, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:53.362, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:53.474, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:53.635, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:53.823, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.71 W

2023/04/20 01:19:53.982, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:54.167, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:54.355, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

2023/04/20 01:19:54.544, 57, 0 %, 0 %, 827 MiB, 14274 MiB, 15360 MiB, 29.31 W

